,Cate,Cols,Id,Len,Name,Time
1175,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'schooldbn', 'locationname', 'final_address', 'borough', 'district', 'prek_type', 'phone', 'contact_name', 'contact_email', 'website', 'meals', 'play', 'income_flg', 'uniforms', 'singlegender', 'programname1', 'programname2', 'programname3', 'programcode1', 'programcode2', 'programcode3', 'nyceec_current_all', 'nyceec_current_some', 'nyceec_current_none', 'nyceec_siblings_all', 'nyceec_siblings_some', 'nyceec_siblings_none', 'nyceec_services_all', 'nyceec_services_some', 'nyceec_services_none', 'nyceec_targetlang_all', 'nyceec_targetlang_some', 'nyceec_targetlang_none', 'nyceec_others_all', 'nyceec_others_some', 'nyceec_others_none', 'district_zonedsib_all', 'district_zonedsib_some', 'district_zonedsib_none', 'district_otherzone_all', 'district_otherzone_some', 'district_otherzone_none', 'district_districtsibs_all', 'district_districtsibs_some', 'district_districtsibs_none', 'district_outdissibs_all', 'district_outdissibs_some', 'district_outdissibs_none', 'district_indistrict_all', 'district_indistrict_some', 'district_indistrict_none', 'district_outdistrict_all', 'district_outdistrict_some', 'district_outdistrict_none', 'pkc_indistrict_all', 'pkc_indistrict_some', 'pkc_indistrict_none', 'pkc_outdistrict_all', 'pkc_outdistrict_some', 'pkc_outdistrict_none', 'lpga', 'halfday_offers', 'bus', 'subway_stop', 'rezoning', 'specialpriority', 'magnet', 'diversity', 'earlydropoff', 'latepickup', 'flexschedule', 'iepnote', 'enhancedlang_note', 'accessibility', 'seats', 'hours', 'postcode', 'latitude', 'longitude', 'community board', 'council district', 'census tract', 'bin', 'bbl', 'nta']",xck4-5xd5,1789.0,2018 pre-k school directory,1514299354.0
1176,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'fiscal year (ending in june)', 'case type', 'client total']",xdqu-utzq,180.0,dop juvenile supervision intakes by fiscal year,1396887697.0
1177,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'grade level', 'program type', 'core subject', 'service category', 'class size', 'number of classes', 'number of students', 'percent of students in borough / grade / program / subject']",xefy-6ent,2318.0,2010-2011 class size - borough distribution,1318609145.0
1178,Social Services,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'facility name', 'street address', 'city', 'state', 'postcode', 'telephone number', 'timings', 'comments', 'latitude', 'longitude', 'community board', 'council district ', 'census tract', 'bin', 'bbl', 'nta']",xggi-kgx9,5.0,directory of family justice centers,1363718258.0
1179,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'age group', 'borough', '1950', '1950 - percent of total population by boro', '1960', '1960 - percent of total population by boro', '1970', '1970 - percent of total population by boro', '1980', '1980 - percent of total population by boro', '1990', '1990 - percent of total population by boro', '2000', '2000 - percent of total population by boro', '2010', '2010 - percent of total population by boro', '2020', '2020 - percent of total population by boro', '2030', '2030 - percent of total population by boro', '2040', '2040 - percent of total population by boro']",xgse-vmv6,12.0,"new york city’s school-age and 65 and over populations by borough, 1950 – 2040",1398781815.0
1180,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'cd number', 'cd name', '1970 population', '1980 population', '1990 population', '2000 population', '2010 population']",xi7c-iiu2,59.0,new york city population by community districts,1361381378.0
1181,Public Safety,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'age', '2005 number of victims', '2005 percent of subtotal', '2006 number of victims', '2006 percent of subtotal', '2007 number of victims', '2007 percent of subtotal', '2008 number of victims', '2008 percent of subtotal', '2009 number of victims', '2009 percent of subtotal', 'new york city population', 'number of victims, five-year totals', 'percent of five-year subtotals']",xj6i-rnxp,11.0,ccrb: age of victims whose allegations were substantiated 2005 - 2009,1315854225.0
1182,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'grade', 'year', 'category', 'number tested', 'mean scale score', 'level 1 #', 'level 1 %', 'level 2 #', 'level 2 %', 'level 3 #', 'level 3 %', 'level 4 #', 'level 4 %', 'level 3+4 #', 'level 3+4 %']",xjcm-e5uy,875.0,2006 - 2011 english language arts (ela) test results by grade- boro - by race-ethnicity,1317845686.0
1183,Transportation,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'license number', 'name', 'type', 'expiration date', 'wheelchair accessible trained', 'last date updated', 'last time updated']",xjfq-wh2d,177101.0,for hire vehicles (fhv) - active drivers,1437067442.0
1184,Social Services,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'year', 'month', 'cases', 'monthly percent change', 'yearly percent change']",xjur-zbxw,476.0,home care caseload,1369137052.0
1185,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'agency code', 'agency', 'agency name', 'service', 'goal', 'goal description']",xk6g-r83g,243.0,fy17 mmr goals and services,1505244221.0
1186,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'grade', 'year', 'category', 'number tested', 'mean scale score', 'level1_n', 'level1_%', 'level2_n', 'level2_%', 'level3_n', 'level3_%', 'level4_n', 'level4_%', 'level3+4_n', 'level3+4_%']",xkkx-md5q,350.0,2013-2017 borough ela results - economic,1506347024.0
1187,Environment,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'period', 'establishment name']",xnje-s6zf,66.0,significant noncompliance list,1359644702.0
1188,Public Safety,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'type of abuse of authority allegation', 'substantiated number', 'sunstantiated rate', 'exonerated number', 'exonerated rate', 'unsubstantiated number', 'unsubstantiated rate', 'unfounded number', 'unfounded rate', 'officer unidentified number', 'officer unidentified rate', 'miscellaneous', 'miscellaneous rate']",xnpc-vebg,6.0,disposition of discourtesy allegations 2007,1317248129.0
1189,Social Services,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'gf application submitted to doitt (a)', 'cbl link id', 'latitude', 'longitude', 'borough', 'zoning', 'council district', 'community board', 'street address', 'cross_street 1', 'cross_street 2', 'postcode', 'bid', 'site in business improvement district (bid)?', 'link in historic district', 'nta', 'gf permit_appl_id', 'gf doitt submitted to cb (a)', 'gf cb comment period ends (a)', 'doitt ntp issued (a)', 'location 1', 'bin', 'bbl', 'census tract']",xp25-gxux,221.0,linknyc new site permit applications,1461600324.0
1190,Public Safety,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'manhattan north', '2005', '2006', '2007', '2008', '2009', 'total']",xpcf-tg2m,17.0,ccrb: attribution of complaints to patrol borough manhattan north 2005 - 2009,1315950123.0
1191,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'geographical  district', 'admin district', 'ats code', 'location name', 'grade level', 'building code', 'building name', 'address', 'building ownership description', 'room no', 'area', 'function', 'is school co-located?', 'inside v outside', 'is the space shared by any other schools?', 'space used for any other purpose beside pe']",xqmg-7z3j,5674.0,2015-2016 physical education - pe space,1498519018.0
1192,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'dbn', 'school name', 'cohort year', 'category', 'ell status', 'total cohort #', 'total grads #', 'total grads % of cohort', ' total regents #', ' total regents % of cohort', ' total regents % of grads', ' advanced regents #', ' advanced regents % of cohort', ' advanced regents % of grads', 'regents w/o advanced #', 'regents w/o advanced % of cohort', 'regents w/o advanced % of grads', 'local #', 'local % of cohort', 'local % of grads', 'still enrolled #', 'still enrolled % of cohort', 'dropped out #', 'dropped out % of cohort']",xsmd-g5j6,30881.0,2014-15 graduation outcomes - ell,1502473589.0
1193,Public Safety,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'organized crime control bureau', '2005', '2006', '2007', '2008', '2009', 'total']",xt3u-h44z,14.0,ccrb: assignment of officers against whom allegations were substantiated - organized crime control bureau 2005 - 2009,1315931393.0
1194,Housing & Development,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'tr6_no', 'control_no', 'filing_type', 'cycle', 'bin', 'house_no', 'street_name', 'borough', 'block', 'lot', 'sequence_no', 'submitted_on', 'current_status', 'qewi_name', 'qewi_bus_name', 'qewi_bus_street_name', 'qewi_city', 'qewi_state', 'qewi_zip', 'qewi_nys_lic_no', 'owner_name', 'owner_bus_name', 'owner_bus_street_name', 'owner_city', 'owner_zip', 'owner_state', 'filing_date', 'filing_status', 'prior_cycle_filing_date', 'prior_status', 'field_inspection_completed_date', 'qewi_signed_date', 'late_filing_amt', 'failure_to_file_amt', 'failure_to_collect_amt', 'comments']",xubg-57si,44002.0,dob now: safety – facades compliance filings,1473435288.0
1195,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'dbn', 'school name', 'grade', 'year', 'number tested', 'level 3 or higher (#)', 'level 3 or higher (%)']",xw3c-8982,2951.0,2013 - 2015  nyc results on the new york state math test with math regents included,1457983703.0
1196,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'address', 'building ', 'custodial borough supervisor name', 'custodial borough supervisor phone ', 'custodial ', 'engineering', 'dcas security ? ', 'security', 'postcode', 'latitude', 'longitude', 'community board', 'council district ', 'census tract', 'bin', 'bbl', 'nta']",xx2p-4jnq,55.0,dcas managed public buildings,1362591824.0
1197,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'dbn', 'school name', 'grade', 'year', 'category', 'number tested', 'mean scale score', 'level1_n', 'level1_%', 'level2_n', 'level2_%', 'level3_n', 'level3_%', 'level4_n', 'level4_%', 'level3+4_n', 'level3+4_%']",xx92-6788,85297.0,2013-2017 school math results - ethnic,1506355085.0
1198,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'age', '2010', '2015', '2020', '2025', '2030', '2035', '2040']",xxf6-krb6,114.0,projected population 2010-2040 - females by age groups,1319565437.0
1199,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough/(districts)', 'field support liaisondeputy dir., student svcs.', 'office address', 'office phone', 'postcode', 'borough', 'latitude', 'longitude', 'community board', 'council district', 'census tract', 'bin', 'bbl', 'nta', 'location 1']",xxjs-y9yk,11.0,child abuse liaisons,1510857271.0
1200,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'age group', 'borough', '1950', '1950 - boro share of nyc total', '1960', '1960 - boro share of nyc total', '1970', '1970 - boro share of nyc total', '1980', '1980 - boro share of nyc total', '1990', '1990 - boro share of nyc total', '2000', '2000 - boro share of nyc total', '2010', '2010 - boro share of nyc total', '2020', '2020 - boro share of nyc total', '2030', '2030 - boro share of nyc total', '2040', '2040 - boro share of nyc total']",xywu-7bv9,6.0,"new york city population by borough, 1950 - 2040",1398782350.0
1201,Housing & Development,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough or district', 'data type', 'year', 'pk', 'k', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', 'ged', 'se1', 'total']",xzy8-qqgf,484.0,demographic projection report - enrollment projections - new york city public schools prepared by statistical forecasting,1362583189.0
1202,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'fy', 'agency', ' organization', 'project title', 'allocation']",y3ea-en4q,1956.0,manhattan community award program (mcap) (2007-2017),1514319925.0
